begin_datetime,begin_quality,max_datetime,max_quality,end_datetime,end_quality,observatory,quality,type,coded_type,obsid,location,frequency,particulars1,particulars2,particulars3,particulars4,particulars5,particulars6,particulars7,particulars8,particulars9,particulars10,region,bin,age,status_code,status_text,change_flag,record_Id,record_Id_0
2023-08-31T11:48:18, ,, ,2023-08-31T11:48:36, ,SVI,C,RSP,51,3,,025-045,III/1,,,,,,,,,,,5850,,5,,0,109,0
2023-08-31T07:40:12, ,, ,2023-08-31T07:40:36, ,SVI,C,RSP,51,2,,025-065,III/1,,,,,,,,,,,5840,,5,,0,110,0
2023-08-31T05:11:36, ,, ,2023-08-31T05:58:06, ,SVI,C,RSP,55,1,,025-075,VI/1,,,,,,,,,,,5830,,5,,0,111,0
2023-08-31T05:01:00,,2023-08-31T06:13:00,,2023-08-31T07:35:00,,G16,5,XRA,1,,,1-8A,C2.4,1.8E-02,,,,,,,,2.4E-06,3413,5820,,5,,0,112,0
2023-08-31T04:54:12, ,2023-08-31T04:56:06, ,2023-08-31T04:57:30, ,SVI,G,RBR,31,1,,245,250,,2.7E+04,180,,,,,,,,5820,,4,+,0,113,0
2023-08-31T04:52:18, ,2023-08-31T04:56:06, ,2023-08-31T04:57:30, ,LEA,U,RBR,31,1,,245,590,,,0,,,,,,,,5820,,2,-,0,114,0
2023-08-31T04:08:30, ,, ,2023-08-31T05:41:18, ,LEA,C,RSP,55,2,,025-180,VI/1,,,,,,,,,,,5820,,5,,0,115,0
2023-08-31T02:17:18, ,, ,2023-08-31T02:17:36, ,PAL,C,RSP,51,1,,025-064,III/1,,,,,,,,,,,5800,,5,,0,116,0
2023-08-31T02:02:00, ,, ,2023-08-31T03:06:30, ,LEA,C,RSP,55,1,,025-180,VI/1,,,,,,,,,,,5810,,5,,0,117,0
2023-08-30T23:41:06, ,, ,2023-08-30T23:42:12, ,PAL,C,RSP,51,6,,025-086,III/2,,,,,,,,,,,5790,,5,,0,118,0
2023-08-30T23:20:00,,2023-08-30T23:28:00,,2023-08-30T23:34:00,,G16,5,XRA,1,0,,1-8A,C3.0,1.9E-03,,,,,,,,3.0E-06,3413,5770,,5,,0,119,0
