observed_date,region,latitude,longitude,location,carrington_longitude,old_carrington_longitude,area,spot_class,extent,number_spots,mag_class,mag_string,status,c_xray_events,m_xray_events,x_xray_events,proton_events,s_flares,impulse_flares_1,impulse_flares_2,impulse_flares_3,impulse_flares_4,protons,c_flare_probability,m_flare_probability,x_flare_probability,proton_probability,first_date,record_Id,record_Id_0
2023-08-13,3402,-18,-47,S18W47,321,,10,Axx,1,1,A,,f,0,0,0,,0,0,0,0,0,,5,0,0,0,2023-08-13T10:11:13,167,0
2023-08-13,3403,26,32,N26E32,242,,50,Cao,5,7,B,,f,1,0,0,,0,0,0,0,0,0,15,0,0,0,2023-08-13T17:20:32,168,0
2023-08-13,3404,-8,74,S08E74,200,,60,Hax,2,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-13T21:58:28,169,0
2023-08-12,3391,22,-104,N22W0*,31,31,30,Hsx,1,1,A,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-07-29T07:38:20,170,0
2023-08-12,3394,-22,-55,S22W55,342,344,230,Cso,4,2,B,,f,0,0,0,,0,0,0,0,0,,30,5,0,0,2023-08-03T18:00:50,171,0
2023-08-12,3395,13,-44,N13W44,331,332,180,Dai,6,10,BD,,f,8,0,0,,8,1,0,0,0,0,70,20,0,5,2023-08-03T18:05:48,172,0
2023-08-12,3396,19,-64,N19W64,351,351,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-07T07:56:17,173,0
2023-08-12,3397,19,-18,N19W18,305,306,40,Cso,4,8,B,,f,2,0,0,,5,1,0,0,0,0,15,0,0,0,2023-08-07T07:57:40,174,0
2023-08-12,3399,-15,-6,S15W06,293,293,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-09T07:25:33,175,0
2023-08-12,3400,-14,-20,S14W20,307,306,,,,,,,f,0,0,0,,1,0,0,0,0,0,0,0,0,0,2023-08-11T08:38:18,176,0
2023-08-12,3401,25,-59,N25W59,346,345,10,Axx,1,1,A,,f,0,0,0,,0,0,0,0,0,,5,0,0,0,2023-08-11T08:38:50,177,0
2023-08-11,3391,22,-90,N22W90,31,34,30,Hsx,1,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-07-29T07:38:20,178,0
